"Арт №";"Наименование позиции";"Цена, грн";Ед.
73799;"Комплект ящиков Atira, полного выдвижения со стекл.над. DesignSide P2O L=420мм H=144мм, антрацит";"2891,25 грн.";к-т
73699;"Комплект для внутренних ящиков Atira, полного выдвижения P2O L=520мм H=144мм, серебристый Hettich";"4431,6 грн.";к-т
73792;"Комплект ящиков Atira, полного выдвижения с метал.надст. TopSide P2O L=420мм H=144мм, серебро";"2783,29 грн.";к-т
73649;"Комплект для внутренних ящиков Atira, полного выдвижения P2O L=470мм H=144мм, серебристый Hettich";"4397,18 грн.";к-т
73768;"Комплект для внутренних ящиков Atira, полного выдвижения P2O L=350мм H=70мм, серебристый Hettich";"3258,28 грн.";к-т
73668;"Комплект ящиков Atira, полного выдвижения со стекл.надст. DesignSide P2O L=470мм H=144мм, серебро";"2930,14 грн.";к-т
90188;"Ящик с вырезом под мойку Atira, полного выдвижения L=520мм H=144/70мм, антрацит Hettich";"2343,82 грн.";к-т
66546;"Комплект для ящиков Atira, полного выдвижения L=520мм H=177-500мм, белый Hettich";"2157,85 грн.";к-т
66556;"Комплект для ящиков Atira, частичного выдвижения L=420мм H=177-500мм, антрацит Hettich";"1803,43 грн.";к-т
66582;"Комплект для ящиков Atira, частичного выдвижения L=350мм H=177-500мм, серебристый Hettich";"1746,84 грн.";к-т
87337;"Продольный релинг L=620мм, Atira, белый, правый (9194549) Hettich";"131,88 грн.";шт
94279;"Боковина Atira L=620 мм H=70мм белая, левая (9194416) Hettich";"258,36 грн.";шт
118897;"Комплект для ящиков Atira, P2O Silent полного выдвижения L=470мм H=54мм, антрацит Hettich";"3359,37 грн.";к-т
92789;"AvanTech YOU Боковина H=187, Inlay (под стекло) L=550мм, серебро, левая (9257139) Hettich";"671,46 грн.";шт
92901;"AvanTech YOU Боковина H=101, L=300мм, серебро, правая (9255011) Hettich";"346,62 грн.";шт
92966;"AvanTech YOU Боковина H=101, L=500мм, серебро, левая (9255018) Hettich";"372,12 грн.";шт
92974;"AvanTech YOU Боковина H=187, Inlay (под стекло) L=350мм, белый, левая (9257145) Hettich";"626,22 грн.";шт
92982;"AvanTech YOU Боковина H=187, Inlay (под стекло) L=450мм, белый, левая (9257149) Hettich";"648,84 грн.";шт
92992;"AvanTech YOU Боковина H=187, Inlay (под стекло) L=500мм, белый, правая (9257152) Hettich";"660,12 грн.";шт
93000;"AvanTech YOU Боковина H=187, Inlay (под стекло) L=650мм, белый, левая (9257157) Hettich";"711,72 грн.";шт
93016;"AvanTech YOU Боковина H=101, L=600мм, белая, левая (9255102) Hettich";"388,14 грн.";шт
93041;"AvanTech YOU Боковина H=187, Inlay (под стекло) L=500мм, антрацит, правая (9257166) Hettich";"660,12 грн.";шт
93052;"AvanTech YOU Боковина H=101, L=350мм, антрацит, правая (9255173) Hettich";"353,04 грн.";шт
93065;"AvanTech YOU Боковина H=101, L=450мм, антрацит, правая (9255177) Hettich";"365,76 грн.";шт
93082;"AvanTech YOU Боковина H=101, L=500мм, антрацит, правая (9255179) Hettich";"372,12 грн.";шт
93108;"AvanTech YOU Боковина H=187, L=270мм, серебро, правая (9255045) Hettich";"566,46 грн.";шт
93127;"AvanTech YOU Боковина H=187, L=450мм, серебро, правая (9255053) Hettich";"604,44 грн.";шт
93162;"AvanTech YOU Боковина H=187, L=600мм, серебро, правая (9255059) Hettich";"641,4 грн.";шт
93193;"AvanTech YOU Боковина H=187, L=350мм, белый, левая (9255128) Hettich";"583,32 грн.";шт
93207;"AvanTech YOU Боковина H=187, L=500мм, белый, правая (9255135) Hettich";"614,94 грн.";шт
93216;"AvanTech YOU Боковина H=187, L=600мм, белый, правая (9255139) Hettich";"641,4 грн.";шт
93231;"AvanTech YOU Боковина H=187, L=300мм, антрацит, левая (9255206) Hettich";"572,82 грн.";шт
93265;"Направляющая Actro YOU L=600мм (40 кг), правая (9268680) Hettich";"522,18 грн.";шт
93290;"AvanTech YOU Комплект стекол для боковин H=187мм L=450мм (9283180) Hettich";"1437,9 грн.";шт
93300;"AvanTech YOU Боковина H=187, L=450мм, антрацит, левая (9255212) Hettich";"604,44 грн.";шт
93315;"AvanTech YOU дизайн-профиль L=270мм, серебро (9255804) Hettich";"17,7 грн.";шт
93330;"AvanTech YOU дизайн-профиль L=650мм, серебро (9255812) Hettich";"20,76 грн.";шт
93339;"AvanTech YOU дизайн-профиль L=600мм, белый (9255820) Hettich";"20,04 грн.";шт
93349;"AvanTech YOU Боковина H=187, L=650мм, антрацит, правая (9255221) Hettich";"663 грн.";шт
93357;"AvanTech YOU Боковина H=251, L=400мм, серебро, правая (9255069) Hettich";"934,92 грн.";шт
93366;"AvanTech YOU Боковина H=251, L=550мм, серебро, левая (9255074) Hettich";"984,72 грн.";шт
93374;"AvanTech YOU крепление задней панели (9257702) Hettich";"25,62 грн.";шт
93382;"AvanTech YOU заглушка лицевой панели внутреннего ящика H=187, антрацит (9257639) Hettich";"12,42 грн.";шт
93390;"AvanTech YOU Боковина H=251, L=350мм, белая, левая (9255146) Hettich";"918,3 грн.";шт
93398;"AvanTech YOU Боковина H=251, L=450мм, белая, правая (9255151) Hettich";"951,54 грн.";шт
93408;"AvanTech YOU Боковина H=251, L=600мм, белая, левая (9255156) Hettich";"1009,74 грн.";шт
93419;"Направляющая Quadro YOU L=400мм (30 кг), левая (9256864) Hettich";"371,88 грн.";шт
93429;"AvanTech YOU Боковина H=251, L=400мм, антрацит, правая (9255229) Hettich";"934,92 грн.";шт
93437;"Направляющая Quadro YOU L=550мм (30 кг), правая (9256877) Hettich";"394,98 грн.";шт
93489;"Quadro YOU Механизм Push to open Silent слабый (9257894) Hettich";"1097,94 грн.";шт
93500;"AvanTech YOU фиксатор внутреннего ящика серебро (9257734) Hettich";"268,92 грн.";шт
94443;"Комплект ящика AvanTech YOU Q L=400 H=101 белый Hettich";"1883,47 грн.";к-т
94461;"Комплект ящика AvanTech YOU Q L=550 H=101 антрацит Hettich";"1969,47 грн.";к-т
94585;"Комплект ящика AvanTech YOU Q L=500 H=187 серебро Hettich";"2528,71 грн.";к-т
94610;"Комплект внутреннего ящика AvanTech YOU Q L=500 H=101 белый Hettich";"4745,91 грн.";к-т
94643;"AvanTech YOU профиль внутреннего ящика под стекло, 2000 мм, серебро (9257663) Hettich";"1370,22 грн.";шт
94665;"Комплект внутреннего ящика AvanTech YOU A L=350 H=101 серебро Hettich";"4863,03 грн.";к-т
94679;"Комплект внутреннего ящика AvanTech YOU Q L=350 H=187 Inlay (скло 130мм) белый корпус 600мм";"7080,83 грн.";к-т
94688;"Комплект ящика AvanTech YOU Q L=350 H=251 антрацит Hettich";"3121,86 грн.";к-т
94700;"Комплект внутреннего ящика AvanTech YOU Q L=400 H=187 серебро Hettich";"6628,48 грн.";к-т
94732;"Комплект внутреннего ящика AvanTech YOU Q L=400 H=187 Inlay (скло 66мм) белый корпус 600мм";"6828,85 грн.";к-т
94755;"Комплект внутреннего ящика AvanTech YOU Q L=450 H=101 антрацит Hettich";"4717,07 грн.";к-т
94771;"Комплект ящика AvanTech YOU Q L=450 H=187 серебро Hettich";"2491,54 грн.";к-т
94782;"Комплект ящика AvanTech YOU Q L=450 H=187 Inlay (скло) белый Hettich";"3981 грн.";к-т
94861;"Комплект внутреннего ящика AvanTech YOU Q L=550 H=187 антрацит Hettich";"6739,96 грн.";к-т
94887;"Комплект внутреннего ящика AvanTech YOU Q L=550 H=187 Inlay (скло 130мм) серебро корпус 600мм";"7598,67 грн.";к-т
94938;"Комплект ящика AvanTech YOU Q L=550 H=251 белый Hettich";"3318,42 грн.";к-т
94962;"Комплект ящика AvanTech YOU Q L=600 H=187 антрацит Hettich";"2614,09 грн.";к-т
94981;"Комплект внутреннего ящика AvanTech YOU Q L=600 H=187 Inlay (скло 66мм) серебро корпус 600мм";"7431,3 грн.";к-т
95073;"Комплект внутреннего ящика AvanTech YOU Q L=350 H=101 серебро Hettich";"4659,93 грн.";к-т
95092;"Комплект ящика AvanTech YOU A L=350 H=187 антрацит Hettich";"2620,83 грн.";к-т
95160;"Комплект внутреннего ящика AvanTech YOU A L=350 H=187 Inlay (скло 66мм) серебро корпус 600мм";"6920,76 грн.";к-т
95232;"Комплект внутреннего ящика AvanTech YOU A L=400 H=101 белый Hettich";"4888,31 грн.";к-т
